label,message,msg_new
0,白宫发言人乔希·欧内斯特周四称,白宫 发言人 乔希 欧内斯特 周四 称
0,”我一口绿豆汤差点喷一手机,一口 绿豆汤 差点 喷一 手机
0,甜美无比甘甜适口余味无穷滴滴汗水绿肥红瘦果实累累,甜美 无比 甘甜 适口 余味无穷 滴滴 汗水 绿肥红瘦 果实累累
1,尔空调x元购免单风暴，x月空前惠 !三大品牌联合出击，x月x-x日仅限三天，力度仅此一次，价格历史最低[拳头][拳头][拳头]国贸苏宁,尔 空调 元购 免单 风暴 月 空前 惠三大 品牌 联合 出击 月 日 仅限 三天 力度 仅此一次 价格 历史 最低 拳头 拳头 拳头 国贸 苏宁
0,江苏省人民检察院向社会公布了一批检察机关查处的重大典型案件,江苏省 人民检察院 向 社会 公布 一批 检察机关 查处 的 重大 典型 案件
0,从而对违法乱纪的人严肃处理,对 违法乱纪 的 人 严肃处理
0,59、从针对非法业主的扫除色情业行动,从 针对 非法 业主 的 扫除 色情 业 行动
1,领导，最近新茶叶到位，抽空过来品尝，小张。,领导 最近 新 茶叶 到位 抽空 过来 品尝 小张
1,百兴盛红酒xx女王节x.x折大优惠，快快行动，手快有，手慢无,百 兴盛 红酒 女王 节折 大 优惠 快快 行动 手快 有 手慢 无
1,惠群鞋业辉煌十一周年,惠群 鞋业 辉煌 十 一周年
1,您好，这边是点融网，为您提供信用无抵押贷款，利益x.x到x.x。如有需要请联系我，打扰之处请多海涵！,您好 是 点融 网为 提供 信用 无 抵押 贷款 利益 到 如 有 需要 请 联系 打扰 之处 请 多 海涵
0,法庭上最后耍的剑法socool,法庭 上 耍 的 剑法
0,我大南通果然不愧为全国文明城市,我大 南通 不愧为 全国 文明城市
1,昊海君悦$◎超低总价，现房发售——xx-xx平不限购不限贷精臻小户，总价最低xx万起，即买即住！可看山看海。认筹x万抵x万，还有x.,昊海君悦 超低 总价 现房 发售 平不 限购 不限贷 精臻 小户 总价 最低 万起 即 买 即 住 可 看山 看海 认筹万 抵万
1,期二.虎冲猴)xx:xx分! xxx期稳定九肖中特 牛虎兔龙蛇羊猴狗猪 (参考),期二虎 冲猴 分期 稳定 九肖中 特牛虎 兔 龙蛇 羊猴 狗 猪 参考
0,融资贵融资难是多数企业面临的主要困难,融资 贵 融资难 是 多数 企业 面临 的 主要 困难
0,凡是将贪腐所得存入反腐账户的,凡是 将 贪腐 所得 存入 反腐 账户 的
1,抓住开学提升关键期！一线师资x对x精讲精练知识薄弱环节+免费晚托作业答疑，全面提高学习成绩，特推xxx元体验一周课活动！xxxxxxxx,抓住 开学 提升 关键期 一线 师资 对 精讲 精练 知识 薄弱环节 免费 晚托 作业 答疑 全面提高 学习成绩 特推元 体验 一周 课 活动
0,但手术经验丰富的医生不会因渗血影响激光治疗效果的,但 手术 经验丰富 的 医生 因 渗血 影响 激光治疗 效果 的
0,3部电梯内全被堆放施工垃圾约朋友吃饭能看街头卖艺跳水表演非要逞强削苹果不小心伤到手没睡好在梦里挣扎,部 电梯 内全 被 堆放 施工 垃圾 约 朋友 吃饭 能 看 街头 卖艺 跳水 表演 非 要 逞强 削苹果 不 小心 伤 到手 没睡 好 在 梦里 挣扎
1,【神数风水培训------三元风水研修班】xxxx年x月xx日至xx日在清远市开班，七天包食宿，学费xxxx元，已参加函授者xxxx元,神数 风水 培训 三元 风水 研修班 年月日 至 日 在 清远市 开班 七天 包 食宿 学费 元 已 参加 函授 者 元
1,欢迎致电圆通快递，我们承办国内国际快递，货运，整车，零担服务，地址：南雄市新城沿江西路xxx号，联系电话：xxxxxxxxxxx,欢迎 致电 圆通 快递 承办 国内 国际 快递 货运 整车 零担 服务 地址 南雄市 新城 沿江 西路 号 联系电话
1,我们是在校老师在外开课，多年专注高中辅导，口碑好，进步率达xxx%!新学期课程即将开课，名师抢先占!询：xxxxxxxxxxx【番禺】　,是 在校 老师 在外 开课 多年 专注 高中 辅导 口碑 好 进步 率达 新学期 课程 开课 名师 抢先 占询 番禺
1,的春季班已经开始报名，x月x号，x月x号为阳光教育报名时间，如果这学期你有打算让孩子成绩提高，请尽快报名。班次种类很多，有问题的请电话,的 春季班 已经 报名 月 号 月 号 为 阳光 教育 报名 时间 这 学期 有 打算 让 孩子 成绩 提高 请 报名 班次 种类 有 问题 的 请 电话
0,让这帮贪官污吏不敢打击报复,让 这帮 贪官污吏 不敢 打击报复
0,每一平方的装修都要精打细算,每一 平方 的 装修 都 要 精打细算
1,华宇KTV今天营业了，新年新气象，祝的哥朋友越来越好，的哥朋友有唱歌的客带至华宇大酒店大堂门口，专人接待，回馈一人xxx俩人xxx，不,华宇 今天 营业 新年 新气象 祝 的哥 朋友 越来越 好 的哥 朋友 有 唱歌 的 客带 至华宇 大酒店 大堂 门口 专人 接待 回馈 一人 俩 人 不
1,欢迎致电德邦物流苍南龙港通港路营业部！代收货款“即日退”xx小时到账，快速安全。详情咨询：xxxxxxxxxxxx  xxxxxxxx。,欢迎 致电 德邦 物流 苍南 龙港 通港路 营业部 代收 货款 即日 退 小时 到 账 快速 安全 详情 咨询
0,在武进区大学城地铁站工地给地铁工人们献上了一场精彩的晚会,在 武进区 大学城 地铁站 工地 给 地铁 工人 献上 一场 精彩 的 晚会
1,您好，飞达鄂尔多斯羊绒淘金节，一件x折，二件x.x折，特別推出感恩价xxx元一件，时间x月xx日至x月x日，羊绒专柜全体员工诚挚欢迎您,您好 飞 达 鄂尔多斯 羊绒 淘金 节 一件 折 二件 折特別 推出 感恩 价元 一件 时间 月 日 至 月 日 羊绒 专柜 全体 员工 诚挚 欢迎您
0,每天大约有10个人会意外溺水死亡,每天 有 意外 溺水 死亡
0,x万、户型：x室x厅x卫、面积：xx㎡、装修：精装,万户 型室 厅卫 面积 装修 精装
0,比如Opera浏览器和海豚浏览器,浏览器 和 海豚 浏览器
0,从2010年WindowsPhone7的推出至今,从 年 的 推出 至今
1,在有优惠活动抢金卡赠送价值两万八大豪华家用电器，而且公司有四套不同风格的样板房，您有空可以和家人过来了解参观一下了。详细咨询联系我了，,在 有 优惠活动 抢金卡 赠送 价值 两万 八大 豪华 家用电器 公司 有 四套 风格 的 样板房 有空 和 家人 过来 了解 参观 一下 详细 咨询 联系
0,不敢转带有缉毒警察相片的po,不敢 转 带有 缉毒 警察 相片 的
1,欢迎致电武汉巨人学校，本校主要针对中小学生开设VIP精品小班及个性化专业一对一辅导，本校师资力量雄厚，提分有保障。欢迎致电：xxxxxxxx,欢迎 致电 武汉 巨人 学校 本校 主要 针对 中小学生 开设 精品 小班 个性化 专业 一对一 辅导 本校 师资 力量雄厚 提分 有 保障 欢迎 致电
0,为1949年以来登陆浙江的最强台风,为 年 以来 登陆 浙江 的 最 强台风
0,常州德邦投资咨询——白银反弹看空后市命运交给美联储：午盘白银小幅上扬,常州 德邦 投资 咨询 白银 反弹 看空 后市 命运 交给 美联储 午盘 白银 小幅 上扬
0,日本首个机器人婚礼在表参道一家咖啡馆举行,日本 首个 机器人 婚礼 在 表参道 一家 咖啡馆 举行
0,医院的电视机居然可以点播这么高档,医院 的 电视机 点播 高档
0,最佳商务酒店候选：昆山瑞士大酒店,最佳 商务酒店 候选 昆山 瑞士 大酒店
0,突然想到一个城管的赶走那些乞丐的同时对人群说这些人都是我们惯出来的,突然 想到 一个 城管 的 赶走 乞丐 的 对 人群 说 人 都 是 惯 的
1,迎 三 八 ，女人节 ，跨越“x.x”线，冰点价格即刻抢购 x.x妇女节 女人专享， 莱特妮丝全场x.x折起  买三送一，还有xxxx,迎 三八 女人 节 跨越 线 冰点 价格 抢购 妇女节 女人 专享 莱特 妮丝 全场 折起 买 三 送 一
0,白子画：现在为师罚你跪键盘,白子 画 现在 为 师罚 跪 键盘
1,您好！聚成教育是专门针对中小学生开展个性化课外辅导的教育机构，春季班已开始招生，周末兴趣班，小班化教育，欢迎前来咨询。地址：水心杏花路,您好 聚成 教育 是 专门 针对 中小学生 开展 个性化 课外辅导 的 教育 机构 春季班 已 招生 周末 兴趣班 小班化 教育 欢迎 前来 咨询 地址 水心 杏花 路
0,小米魅族努比亚和华为哪个手机比较好√,小米 魅族 努比亚 和 华为 手机 比较 好
0,中美医院郭总带一双儿女和同事送来看病爱心代金卷xxxx元,中 美 医院 郭总带 一双 儿女 和 同事 送来 看病 爱心 代金 卷元
0,玕南村中心前路xx号一居民房内非法储存危险化学品,玕 南村 中心 前路 号 一 居民 房 内 非法 储存 危险 化学品
1,美迎三八感恩老顾客大回馈！ 全身淋巴排毒xxxx元/xx次（赠送背部排毒x次） 如想重复购买此卡，另加xxx元即可获得！ 人体十四经络,美迎 三八 感恩 老 顾客 大 回馈 全身 淋巴 排毒 元次 赠送 背部 排毒 次 如想 重复 购买 此卡 另 加元 即可 获得 人体 十四 经络
1,新的一年！女孩子陆续回温，并带来了一批新面孔，绝不会出现缺女孩子的情况！祝大哥在新的一年：生意兴隆！财源广进！羊年大吉！公关—吉祥诚邀！,新 的 一年 女孩子 陆续 回温 并 带来 一批 新面孔 绝不会 出现 缺 女孩子 的 情况 祝 大哥 在 新 的 一年 生意兴隆 财源 广进 羊年 大吉 公关 吉祥 诚邀
0,经过五华城管普吉执法中队加大力度整治与值守,五华 城管 普吉 执法 中队 加大力度 整治 与 值守
0,上海质监局回应电梯夹人：清洁工用拖把清洁引发,上海 质监局 回应 电梯 夹 人 清洁工 用 拖把 清洁 引发
0,嘉陵区人民法院审结了一起因在高速公路上捡钱引发的道路交通事故责任纠纷案件,嘉陵区 人民法院 审结 一起 因在 高速公路 上 捡钱 引发 的 道路交通 事故责任 纠纷案件
1,尊敬的用户：您的积分已满足兑换xxx.xx元现金礼包条件，请用手机登陆 wrk-xxxxx 根据提示下载安装激活兑换积分【中国移动】妈,尊敬 的 用户 的 积分 已 满足 兑换 元 现金 礼包 条件 请 用 手机 登陆 提示 下载安装 激活 兑换 积分 中国移动 妈
0,从肥西县法院获悉韦某因犯拒不支付劳动报酬罪被判处有期徒刑二年,从 肥西县 法院 获悉 韦某 因犯 拒 不 支付 劳动报酬 罪 被 判处 有期徒刑 二年
0,展览组织机构要争取展览营销的主动权,展览 组织 机构 要 争取 展览 营销 的 主动权
0,最后因为飞机晚点才能办了登记手续,飞机 晚点 办 登记手续
1,常州新世纪马拉丁为了回馈广大新老顾客，特在新世纪 b座x楼举行大型特卖，x/x-x/xx日全部低至x折---x折，马拉丁全体员工恭候您,常州 新世纪 马 拉丁 回馈 广大 新老 顾客 特 在 新世纪 座楼 举行 大型 特卖 日 全部 低至 折折马 拉丁 全体 员工 恭候
0,点开appstore下载游戏,点开 下载 游戏
0,搭载5英寸720p显示屏、高通骁龙410处理器、2GBRAM和16GBROM、500万和1300万双摄像头、支持激光对焦、2300mAh电池,搭载 英寸 显示屏 高通 骁龙 处理器 和 万 和 万双 摄像头 支持 激光 对焦 电池
0,每次在西安挤公交挤地铁我就特别郁闷,每次 在 西安 挤 公交 挤 地铁 就 特别 郁闷
0,此帐号模拟以前的入室抢劫谋杀案始末,此 帐号 模拟 以前 的 入室 抢劫 谋杀案 始末
0,门槛预计会从5000万元下调至1000万元或2000万元,门槛 预计 从 万元 下调 至 万元 万元
0,向浙江、福建、江苏、上海人民呐喊、祝贺,向 浙江 福建 江苏 上海 人民 呐喊 祝贺
1,"""xxx);"""">尊敬的用户你好：中国电信现推出新版xxx套餐，原xxM宽带用户可免费升级xxM，xxx套餐内赠送手机国内流量xG及xx""",尊敬 的 用户 你好 中国电信 现 推出 新版 套餐 原 宽带用户 可 免费 升级 套餐 内 赠送 手机 国内 流量
1,你好，我是动岚健身的韩首领，我手里有一部分，特别团购活动，办理会员卡，你看看你周围朋友有需要的跟我联系，名额不多，机会难得,你好 是 动岚 健身 的 韩 首领 手里 有 一部分 特别 团购 活动 办理 会员卡 看看 周围 朋友 有 需要 的 跟 联系 名额 不 多 机会难得
1,投保即送高清行车记录仪（带夜视功能），高速雷达电子狗，保养，油卡，工具箱，免费做漆卡，还有车载抱枕被。【地址：高新区环球中心Ex区Ex层】,投保 即 送 高清 行车 记录仪 带 夜视 功能 高速 雷达 电子狗 保养 油卡 工具箱 免费 做 漆卡 车载 抱 枕 被 地址 高新区 环球 中心区 层
0,法院先后调解、查封其名下房产,法院 先后 调解 查封 其 名下 房产
0,有很多事情自己其实明明知道真相却忍不住拼命找到漏洞和借口来推翻真相成全自己心里想要的答案很多事假装不知道其实心里早有了答案只是怕验证了真相心里更加难受,有 事情 明明 知道 真相 却 忍不住 拼命 找到 漏洞 和 借口 来 推翻 真相 成全 心里 想要 的 答案 事 假装 不 知道 心里 早有 答案 怕 验证 真相 心里 难受
0,然后去Uniqlo扫荡了一圈～当当当,去 扫荡 一圈 当当 当
0,溧阳xxx接报：社渚镇金峰水泥厂西门卫仓库着火,溧阳 接 报社 渚 镇 金峰 水泥厂 西 门卫 仓库 着火
0,历时x个月“头破血流”、“高峰对决”后,历时 个 月 头破血流 高峰 对决 后
1,客人在北门停车场接，xxxxxxxxxxx，年轻漂亮小妹妹xxx过夜xxx一次不需要做服务，,客人 在 北门 停车场 接 年轻漂亮 小妹妹 过夜 一次 不 需要 做 服务
1,各位姐姐这个新年应该是快乐欢喜加倍哈??！雪萍在这里有好消息给大家，x.x女性节日，铭昂化妆品公司给到客户家居护肤品x折的好优惠??，,姐姐 新年 应该 是 快乐 欢喜 加倍 哈雪萍 在 有 好消息 给 女性 节日 铭昂 化妆品 公司 给 到 客户 家居 护肤品 折 的 好 优惠
1,亲爱的会员您好 ：              三八店内促销，全场秋冬款x一一x折，部分x.x折，家居服xx元抡购，凭短信领节日礼物一份,亲爱 的 会员 您好 三八 店内 促销 全场 秋冬 款 一 一折 部分 折 家居服 元 抡 购凭 短信 领 节日 礼物 一份
1,尊尚的顾客,尊尚 的 顾客
0,为什么谷歌地图上不显示缅甸的名字啊好淘气,谷歌 地图 上 不 显示 缅甸 的 名字 好 淘气
1,珠海商飞每天包房珠海长隆横琴湾，企鹅酒店，马戏酒店比协议价格优惠xx元每间，xxxx-xxxxxxx xxxxxxx xxxxxxx【,珠海 商飞 每天 包房 珠海 长隆 横琴 湾 企鹅 酒店 马戏 酒店 比 协议 价格 优惠 元 每间
1,送！开年巨献，邀您同行！科勒近期将会涨价，涨价前最后一次疯狂！欢迎您准时莅临！详询xxxxxxxxxxx。xxx-xxxxxxxx李剑,送开 年 巨献邀 同行 科勒 近期 将会 涨价 涨价 前 一次 疯狂 欢迎您 准时 莅临 详询 李剑
0,明天人生中第一次去法院起诉,明天 人生 中 第一次 去 法院 起诉
1,ISSHACHINA），至门店购买BB、眼唇部彩妆、防晒霜指定单品，买一赠一优惠不断，单品xxx元以上再减xx元，详情请咨询门店，快来,至 门店 购买 眼 唇部 彩妆 防晒霜 指定 单品 买 一赠 一 优惠 不断 单品 元 以上 再 减元 详情请 咨询 门店 快 来
0,将其拉至柳巷派出所旁的巷子内,将 其拉至 柳巷 派出所 旁 的 巷子 内
0,任天堂智能手机概念图曝光配游戏手柄,任天堂 智能手机 概念图 曝光 配 游戏 手柄
0,大表姐JenniferLawrence前去蒙特利尔的shriners医院看望小孩子,大 表姐 前去 蒙特利尔 的 医院 看望 小孩子
0,在刚刚结束的xxxx上海世界移动大会上,在 刚刚 结束 的 上海 世界 移动 大会 上
1,亲们新年好!好消息:七彩童话堡(即淡环幼儿园侧)结业全场清仓大甩卖,亲们 新年好 好消息 七彩 童话 堡 即 淡环 幼儿园 侧 结业 全场 清仓 大 甩卖
1,工商银行、xxx、xxx、xxx、xxxx、xxx、xxx、侯忠飞,工商银行 侯忠飞
1,东方百货三楼《SG》祝您元宵节及三八节快乐！全场冬款三点八折-五折、欢迎进厅选购、购物还有好礼相送。三月五日到三月八日不见不散。,东方 百货 三楼 祝您 元宵节 三八节 快乐 全场 冬款 三点 八折 五折 欢迎 进厅 选购 购物 好礼 相送 三月 五日 到 三月 八日 不见不散
1,亲爱的美女姐姐，娜尔思小张在这提前祝您:三八:节日快乐![调皮][调皮]在x.x活动期间您购x折商品可亨受折上折的会员优惠，购物满x,亲爱 的 美女 姐姐 娜尔思 小张 在 这 提前 祝您 三八 节日快乐 调皮 调皮 在 活动 期间 购折 商品 可亨受 折 上 折 的 会员 优惠 购物满
1,彩注册资金xxx亿】真人美女荷官一对一服务，让您体验亲临现场的感觉，澳门官方投注网址www.xxxxxx.com【官方直营,彩 注册资金 亿 真人 美女 荷官 一对一 服务 让 体验 亲临现场 的 感觉 澳门 官方 投注 网址 官方 直营
0,太原世家大族李渊集团起兵反隋,太原 世家 大族 李渊 集团 起兵 反 隋
1,新年好！江西肤宝公司定于正月初六开工，开工大吉，现推出特惠活动：开工当天订所有乳膏产品（x.x元及以上）x件送x件,新年好 江西 肤宝 公司 定于 正月初 六 开工 开工 大吉 现 推出 特惠 活动 开工 当天 订 所有 乳膏 产品 元及 以上 件 送件
1,您好！这是锦绣金山友谊店，我是客服经理温 翔。以后将由我负责您的订餐。更多优惠期待您的再次光临！ 订餐电话：                       温 翔 xxxxxxxxxxx,您好 这是 锦绣 金山 友谊 店 是 客服 经理 温翔 以后 将 由 负责 的 订餐 更 多 优惠 期待 的 光临 订餐 电话 温翔
0,有不少网友爆料关于小区用电存安全隐患的问题,有 网友 爆料 小区 用电 存 安全隐患 的 问题
0,最近不断被各种股票期货推销电话骚扰,最近 不断 被 股票 期货 推销 电话 骚扰
0,2015秋装新欧美女装紧身流苏钉珠针织包臀连衣裙小香风蛇蛇同款,秋装 新 欧美 女装 紧身 流苏 钉珠 针织 包 臀 连衣裙 小 香风 蛇 蛇 同款
0,城管大队职工在处理一出殡家属在城区肆意燃放鞭炮问题时,城管 大队 职工 在 处理 一 出殡 家属 在 城区 肆意 燃放鞭炮 问题 时
0,电脑杀毒什么软件用360还是电脑管家,电脑 杀毒 软件 用 电脑 管家
1,你打这卡上,打 这卡上
0,什么时候转基因食品才能滚出中国,转基因 食品 滚 出 中国
1,摩尔春天欧珀莱于x月x号-x号双节同庆举行大型促销活动，三件x.x折并享受双倍积分，欢迎前往摩尔春天欧珀莱专柜咨询：xxxx-xxxxxxx,摩尔 春天 欧珀莱于 月 号 号 双节 同庆 举行 大型 促销 活动 三件 折 并 享受 双倍 积分 欢迎 前往 摩尔 春天 欧珀 莱 专柜 咨询
1,德邦快递来啦！！！德邦将于xx月x日正式推出快递业务，为新老客户提供安全可靠、服务专业、高性价比的快递体验，详情欢迎来店咨询，地址：（,德邦 快递 来 德邦 将 于 月 日 正式 推出 快递 业务 为 新 老客户 提供 安全可靠 服务 专业 高性价比 的 快递 体验 详情 欢迎 来店 咨询 地址
0,昨日白天最高负荷突破345万千瓦,昨日 白天 最高 负荷 突破 万千瓦
0,电话：6291255、6291812,电话
0,学术腐败腐蚀国防科技罪有多重,学术腐败 腐蚀 国防科技 罪有 多重
1,平安易贷：我们具有手续简单、放款快、随贷随还等特点！平安易贷祝您轻松获取农业银行无抵押贷款！客户经理：沙磊   联系电话：xxxxxx,平安 易贷 具有 手续 简单 放款 快 随贷 随 还 等 特点 平安 易贷 祝您 轻松 获取 农业银行 无 抵押 贷款 客户经理 沙磊 联系电话
0,关于NBA的愿望目前只有一个,的 愿望 目前 一个
1,平安易贷办理信用贷款，无需抵押，有保单或房或车有流水均可申请，后期有需办理欢迎咨询胡经理xxxxxxxxxxx，公司地址:芜湖市中山北,平安 易贷 办理 信用贷款 无需 抵押 有 保单 或房 车 有 流水 均 可 申请 后期 有 需 办理 欢迎 咨询 胡 经理 公司地址 芜湖市 中山 北
1,甩美墅馆B区三居室,甩美墅 馆区 三居室
0,反正徐州的万达广场已经完全成了广场舞者的天堂,反正 徐州 的 万达 广场 已经 完全 成 广场 舞者 的 天堂
1,盛扬纺织新年正式开业。恭祝广大客户新年开张大吉，生意兴隆，财源滚滚。在此告知您原地址已迁往： 广州中大长江布匹交易城正街Axxx。联系电话：xxx xxxx xxxx  xxx-xxxxxxxx，传真：xxx—xxxxxxxx,盛扬 纺织 新年 正式 开业 恭祝 广大客户 新年 开张大吉 生意兴隆 财源滚滚 在 此 告知 原 地址 已 迁往 广州 中 大 长江 布匹 交易 城 正街 联系 电话传真
1,xxxxxxxxxxxxxxxxxxx农业，何建锐,农业 何建锐
1,"""包商银行现推出""""富""""女节特惠理财：xx万起，预期收益x.x%，募集期x月x日-x月x日，x月xx日起息，产品份额有限，需尽早购买！秦雪梅多谢支持！ 包商银行 秦雪梅（客户经理号xxxxxx）""",包商 银行 现 推出 富女节 特惠 理财 万 起 预期 收益 募集 期月 日月 日月 日起息 产品 份额 有限 需 购买 秦雪梅 多谢 支持 包商 银行 秦雪梅 客户经理 号
0,随着Winxx正式版即将在x月xx日发布,正式版 在 月 日 发布
1,亲爱的会员们！我是高丽雅娜家的芮芮！为庆祝x-x节特出此活动原价xxx蜗牛精华霜现x.x折xxx关注乐松微信平台还有更多好礼呦！活动开,亲爱 的 会员 是 高丽 雅娜 家 的 芮芮为 庆祝 节 特出 此 活动 原价 蜗牛 精华 霜现 折 关注 乐松 微信 平台 更 多 好 礼 呦 活动 开
0,通过京东白条购入newmotox手机一部,通过 京东 白条 购入 手机 一部
1,您好，我是唐山朗威进出口贸易有限公司的李亚超，主营津西H型钢和工角槽钢，电话xxxxxxxxxxx，xxxx-xxxxxxx/xxxxxxx,您好 是 唐山朗威 进出口 贸易 有限公司 的 李亚超 主营 津西 型钢 和 工角 槽钢 电话
0,Yosemite的维基百科页面访问量也增加了50%,的 维基百科 页面 访问量 也 增加
1,您好，首先对我这次冒昧的打扰说声抱歉．本公司竭诚为你排忧解难，提供保障，银行利息，不需任何担保．财富热线：xxxxxxxx【朱经理】,您好 对 这次 冒昧 的 打扰 说声 抱歉 本 公司 竭诚 为 排忧解难 提供 保障 银行利息 不需 担保 财富 热线 朱 经理
0,全市重点实施了200个重大项目,全市 重点 实施 个 重大项目
1,你好，我是办佰伴圣加婧专柜，x.x节来了，首先祝x.x节日快乐。我们商场x.x-x日在搞活动，力度很大，我们专柜是x.x折，会员消费折,你好 是 办佰伴 圣加婧 专柜 节来 祝 节日快乐 商场 日 在 搞 活动 力度 很大 专柜 是 折 会员 消费 折
0,越是企图隐瞒真相就可能让谎言暴露得越多,企图 隐瞒 真相 就 让 谎言 暴露 得 越 多
1,添加护理项目x选x，最低只需xx元。到店消费时，别忘了出示我的专属推荐码哦。详询xxxxxxxxxx/回TD退订,添加 护理 项目 选 最低 只 需元 到 店 消费 时 别忘了 出示 的 专属 推荐 码 详询 回 退订
1,您好，乐天玛特超市玉兰油专柜迎节日x月x一xx日，五大明星产品洁面乳除外满xxx减xx元现金，三八节特价多效修护三件套装惊爆价xxx元,您好 乐天 玛特 超市 玉兰油 专柜 迎 节日 月 一日 五大 明星 产品 洁面乳 满 减元 现金 三八节 特价 多效 修护 三件 套装 惊爆价 元
1,欢迎致电香港鱼美人美容院(寮步店),欢迎 致电 香港 鱼美人 美容院 寮 步店
1,，欢迎各位会员尽快进店了解，优惠多多，惊喜多多，详细资询请打本店电话，欣欣家园xx号楼xx楼xx室顶级女人美容养生馆愿女人如花做花一样,欢迎 会员 进店 了解 优惠 惊喜 详细 资询 请 打 本店 电话 欣欣 家园 号楼 楼室 顶级 女人 美容 养生 馆愿 女人 如花 做花
1,您好！我是刚致电您的易百装饰小陈。  三月“感恩活动”订单客户，预交xxxx及以上，就送苹果手机，并且冲抵工程款。还能享受设计优惠“减,您好 是 刚 致电 的 易百 装饰 小 陈 三月 感恩 活动 订单 客户 预交 以上 就 送 苹果 手机 冲抵 工程款 还 能 享受 设计 优惠 减
0,买黄金水一个赠妍霓丝品牌压缩面膜纸6入一瓶2,买 黄金水 一个 赠妍 霓 丝 品牌 压缩 面膜 纸入 一瓶
1,欢/迎/真/正/需/要/办/理/证/书/的/客/户/前/来/咨/询/办/理/，/不/诚/者/勿/扰/ /Q/Q:xxxxxxxx,欢迎 真正 需要 办理 证书 的 客户 前来 咨询 办理 不诚者 勿扰
0,TMD改个手机铃声简直要把人逼疯了,改个 手机 铃声 要 人 逼 疯
1,美丽佳人，易菲有约！一年一度的女人节又到啦！为感谢广大易菲会员的支持与厚爱，易菲特在x月x号至x月x号x天推出以下活动：x,美丽 佳人 易菲有 约 一年一度 的 女人 节 又 到 为 感谢 广大 易菲 会员 的 支持 与 厚爱 易 菲特 在 月 号 至 月 号 天 推出 以下 活动
1,新年好 ! 位于集美同集南路 禹洲大学旁电梯现房出售：二房二厅 三房二厅，面积xx至xxx平方，每平xxxx元，首付xx%，可分期x年,新年好 位于 集美 同集 南路 禹洲 大学 旁 电梯 现房 出售 二房 二厅 三房二厅 面积 至 平方 每平元 首付 可 分期 年
0,好看～追花千骨不過癮的姐妹可以看起來,好看 追花千骨 不過 癮 的 姐妹 看起 來
1,【龙发装饰】新年大放送啦！有多套财信精品样板，效果图可供参观，如需装修，设计，看样板：xxxx-xxxxxxxx 洪经理,龙发 装饰 新年 大放送 有 多套 财信 精品 样板 效果图 可 供 参观 如需 装修 设计 看 样板 洪 经理
0,2015年7月31日由工信部、教育部联合指导,年月日 由 工信部 教育部 联合 指导
0,7月26日的扶手电梯“吃人”事件,月 日 的 扶手 电梯 吃 人 事件
0,就使用我的邀请码m89hb3下载并登录浙江移动手机营业厅,就 使用 的 邀请 码 下载 并 登录 浙江 移动 手机 营业厅
1,托福高考文化課沖刺，命题研究组老師任敎，设签约保过課，不过綫我们退费。金世纪xx层xxxx　xxxx　xxx　xxx　xxxxxxxx,托福 高考 文化 課 沖 刺 命题 研究组 老師任 敎 设 签约 保过 課 綫 退费 金 世纪 层
0,虽然没有一个completeending,一个
0,我妈…竟然在他手机通讯录里面名字是黄妈,我妈 在 手机 通讯录 里面 名字 是 黄妈
0,埃塞俄比亚的3个月多次入境出签了,埃塞俄比亚 的 个 月 入境 出签
0,2015年Q2季度最高价值球鞋榜单出炉,年 季度 最高 价值 球鞋 榜单 出炉
0,小偷不满照片被公布上警局讨公道,小偷 照片 被 公布 上 警局 讨公道
1,女性，在合肥福华整形美容医院消费任意项目，均可享受前未有的专属优惠。三八节当天我院脱毛仅需xx元三八节当天佩拉艳后动态隆鼻术。费雯,女性 在 合肥 福华 整形 美容 医院 消费 任意 项目 均 可 享受 前 未有 的 专属 优惠 三八节 当天 我院 脱毛 仅 需元 三八节 当天 佩拉 艳后 动态 隆鼻术 费雯
0,不就是个要炸飞机的明星吗有什么好,不 个 要 炸 飞机 的 明星 吗 有 好
0,在飞机上认真的看了一遍这个家伙的电影,在 飞机 上 认真 的 看 一遍 家伙 的 电影
1,您好我是链家李娟霞，阜光里小区xxx平南北通透复四居两厅三卫，x/x,您好 是 链家 李娟霞 阜光里 小区 平 南北 通透 复四居 两厅 三卫
0,无锡南通苏州等市x名原厅官被重新收监,无锡 南通 苏州 等 市名 原厅 官 被 重新 收监
0,2015年全球52个主要行业销售额最大的企业：承接：全球优质企业在东北亚、环渤海经济圈的重点城市——烟台选址、考察、投资等全程服务事宜烟台全市园区、企业等各类机构招商引资推介、促进服务,年 全球 个 主要 行业 销售额 最大 的 企业 承接 全球 优质 企业 在 东北亚 环渤海 经济圈 的 重点 城市 烟台 选址 考察 投资 等 全程 服务 事宜 烟台 全市 园区 企业 等 各类 机构 招商引资 推介 促进 服务
0,ohmy电脑我好想你,电脑 好想你
1,诚念法轮大法好，生命因此有福报，人心分好坏，善者得救度，恶人遭淘汰，有缘信真相，福报自天来。,诚念 法轮大法 好 生命 有 福报 人心 分 好坏 善者 得救 度 恶人 遭 淘汰 有缘 信 真相 福报 自天来
